,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
39,39,39,39,Butter Beans, 1, 120,2017- 7-6
40,40,40,40,Mutta Kose, 1, 15 to 18,2017- 7-6
41,41,41,41,Pachai Pattani, 1, 180,2017- 7-6
42,42,42,42,Pakarkai, 1, 32,2017- 7-6
43,43,43,43,Nookal, 1, 60,2017- 7-6
44,44,44,44,Chaw Chaw, 1, 15,2017- 7-6
45,45,45,45,Kovakkai, 1, 20,2017- 7-6
46,46,46,46,Kothavarangai, 1, 20,2017- 7-6
47,47,47,47,Nellikai, 1, 45,2017- 7-6
48,48,48,48,Narthangai, 1, 40,2017- 7-6
49,49,49,49,Vellarikai, 1, 20,2017- 7-6
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Lemon, 1, 60 to 70,2017- 9-6
1,1,1,1,Tomato/Thakkali 1st Quality, 1, 25 to 30,2017- 9-6
2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 20 to 25,2017- 9-6
3,3,3,3,Small Onion, 1, 70 to 80,2017- 9-6
4,4,4,4,Bellary (Big Onion), 1, 28 to 30,2017- 9-6
5,5,5,5,Beans 1st Quality, –, 50 to 55,2017- 9-6
6,6,6,6,Beans 2nd Quality, 1, 45 to 50,2017- 9-6
7,7,7,7,Carrot 1st Quality, 1, 40 to 45,2017- 9-6
8,8,8,8,Carrot 2nd Quality, 1, 35 to 40,2017- 9-6
9,9,9,9,Vendai Kai/Lady Finger, 1, 10 to 15,2017- 9-6
10,10,10,10,Maram Murungai, 1, 20,2017- 9-6
11,11,11,11,Chedi Murungai, 1, 30,2017- 9-6
12,12,12,12,Avarai Ottu, 1, 40 to 45,2017- 9-6
13,13,13,13,Pachai Payaru, 1, 20,2017- 9-6
14,14,14,14,Vellai Payaru, 1, 25,2017- 9-6
15,15,15,15,Suraikai, 1, 6,2017- 9-6
16,16,16,16,Beetroot, 1, 16 to 18,2017- 9-6
17,17,17,17,Sunami Sambar, 1, 15,2017- 9-6
18,18,18,18,Pusanikai, 1, 15,2017- 9-6
19,19,19,19,Kalla Manga/Mango, 1, 60,2017- 9-6
20,20,20,20,Orutu Manga/Mango, 1, –,2017- 9-6
21,21,21,21,Potato 1st Quality, 1, 18 to 20,2017- 9-6
22,22,22,22,Potato 2nd Quality, 1, 15,2017- 9-6
23,23,23,23,Coconut 1st Quality, –, 33,2017- 9-6
24,24,24,24,Coconut 2nd Quality, –, 28,2017- 9-6
25,25,25,25,Green Chilli, 1, 35 to 40,2017- 9-6
26,26,26,26,Cauliflower 1st Quality, –, 20,2017- 9-6
27,27,27,27,Cauliflower 2nd Quality, –, 15,2017- 9-6
28,28,28,28,Katharikai Pachai, 1, 20,2017- 9-6
29,29,29,29,Katharikai ootha, 1, 20,2017- 9-6
30,30,30,30,Valai Thar, –, 25,2017- 9-6
31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10 to 15,2017- 9-6
32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 20,2017- 9-6
33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 15,2017- 9-6
34,34,34,34,Kothamalli 1st Quality, 1 kattu, 50,2017- 9-6
35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 45,2017- 9-6
36,36,36,36,Mullangi 1st Quality, 1, 20,2017- 9-6
37,37,37,37,Mullangi 2nd Quality, 1, 15,2017- 9-6
38,38,38,38,Inji/Ginger, 1, 50,2017- 9-6
39,39,39,39,Butter Beans, 1, 160,2017- 9-6
40,40,40,40,Mutta Kose, 1, 15,2017- 9-6
41,41,41,41,Pachai Pattani, 1, 140,2017- 9-6
42,42,42,42,Pakarkai, 1, 25,2017- 9-6
43,43,43,43,Nookal, 1, 40,2017- 9-6
44,44,44,44,Chaw Chaw, 1, 20,2017- 9-6
45,45,45,45,Kovakkai, 1, 25,2017- 9-6
46,46,46,46,Kothavarangai, 1, 30,2017- 9-6
47,47,47,47,Nellikai, 1, 40,2017- 9-6
48,48,48,48,Narthangai, 1, 40,2017- 9-6
49,49,49,49,Vellarikai, 1, 25,2017- 9-6
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 60 to 70,2017-10-7
1,1,1,Tomato/Thakkali 1st Quality, 1, 18 to 20,2017-10-7
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-10-7
3,3,3,Small Onion, 1, 80 to 90,2017-10-7
4,4,4,Bellary (Big Onion), 1, 25 to 30,2017-10-7
5,5,5,Beans 1st Quality, –, 50 to 55,2017-10-7
6,6,6,Beans 2nd Quality, 1, 45 to 50,2017-10-7
7,7,7,Carrot 1st Quality, 1, 35 to 40,2017-10-7
8,8,8,Carrot 2nd Quality, 1, 30 to 35,2017-10-7
9,9,9,Vendai Kai/Lady Finger, 1, 10,2017-10-7
10,10,10,Maram Murungai, 1, 80,2017-10-7
11,11,11,Chedi Murungai, 1, 60 to 70,2017-10-7
12,12,12,Avarai Ottu, 1, 37 to 55,2017-10-7
13,13,13,Pachai Payaru, 1, 28,2017-10-7
14,14,14,Vellai Payaru, 1, 35,2017-10-7
15,15,15,Suraikai, 1, 6,2017-10-7
16,16,16,Beetroot, 1, 24 to 26,2017-10-7
17,17,17,Sunami Sambar, 1, 5,2017-10-7
18,18,18,Pusanikai, 1, 12,2017-10-7
19,19,19,Kalla Manga/Mango, 1, 80,2017-10-7
20,20,20,Orutu Manga/Mango, 1, 65 to 90,2017-10-7
21,21,21,Potato 1st Quality, 1, 15 to 20,2017-10-7
22,22,22,Potato 2nd Quality, 1, 10,2017-10-7
23,23,23,Coconut 1st Quality, –, 40 to 42,2017-10-7
24,24,24,Coconut 2nd Quality, –, 35,2017-10-7
25,25,25,Green Chilli, 1, 28 to 33,2017-10-7
26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017-10-7
27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-10-7
28,28,28,Katharikai Pachai, 1, 40 to 50,2017-10-7
29,29,29,Katharikai ootha, 1, 35,2017-10-7
30,30,30,Valai Thar, –, 26,2017-10-7
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-7
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 16,2017-10-7
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 11,2017-10-7
34,34,34,Kothamalli 1st Quality, 1 kattu, 70 to 80,2017-10-7
35,35,35,Kothamalli 2nd Quality, 1 kattu, 65 to 75,2017-10-7
36,36,36,Mullangi 1st Quality, 1, 35,2017-10-7
37,37,37,Mullangi 2nd Quality, 1, 30,2017-10-7
38,38,38,Inji/Ginger, 1, 30 to 50,2017-10-7
39,39,39,Butter Beans, 1, 120,2017-10-7
40,40,40,Mutta Kose, 1, 30,2017-10-7
41,41,41,Pachai Pattani, 1, 150,2017-10-7
42,42,42,Pakarkai, 1, 25 to 28,2017-10-7
43,43,43,Nookal, 1, 40,2017-10-7
44,44,44,Chaw Chaw, 1, 8 to 10,2017-10-7
45,45,45,Kovakkai, 1, 22 to 23,2017-10-7
46,46,46,Kothavarangai, 1, 9 to 10,2017-10-7
47,47,47,Nellikai, 1, 20 to 25,2017-10-7
48,48,48,Narthangai, 1, 20 to 25,2017-10-7
49,49,49,Vellarikai, 1, 23,2017-10-7
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon/எலுமிச்சை, 1, 30 to 40,2017-11-7
1,1,1,Tomato/தக்காளி 1st Quality, 1, 25 to 30,2017-11-7
2,2,2,Tomato/தக்காளி 2nd Quality, 1, 20 to 25,2017-11-7
3,3,3,Small Onion/சிறிய வெங்காயம், 1, 110 to 130,2017-11-7
4,4,4,Bellary/பெல்லாரி, 1, 38 to 45,2017-11-7
5,5,5,Beans/பீன்ஸ் 1st Quality, –, 20,2017-11-7
6,6,6,Beans/பீன்ஸ் 2nd Quality, 1, 15,2017-11-7
7,7,7,Carrot/கேரட் 1st Quality, 1, 25 to 30,2017-11-7
8,8,8,Carrot/கேரட் 2nd Quality, 1, 20 to 25,2017-11-7
9,9,9,Lady Finger/வெண்டைக்காய், 1, 12,2017-11-7
10,10,10,Tree Drumstick/மரம் முருங்கை, 1, 65,2017-11-7
11,11,11,Plant Drumstick/செடி முருங்கை, 1, 45,2017-11-7
12,12,12,Beans/அவரை ஒட்டு, 1, 40 to 50,2017-11-7
13,13,13,Green Pulses/பச்சை பயிறு, 1, 18,2017-11-7
14,14,14,White Pulses/வெள்ளை பயிறு, 1, 20,2017-11-7
15,15,15,Zucchini/சுரைக்காய், 1, 3,2017-11-7
16,16,16,Beetroot/பீட்ரூட், 1, 27 to 30,2017-11-7
17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய், 1, 7,2017-11-7
18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய், 1, 10,2017-11-7
19,19,19,Kalla Manga/கள்ள மாங்காய், 1, 70,2017-11-7
20,20,20,OOrutu Manga/உருட்டு மாங்காய், 1, 67,2017-11-7
21,21,21,Potato/உருளைக்கிழங்கு 1st Quality, 1, 15 to 18,2017-11-7
22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality, 1, 10,2017-11-7
23,23,23,Coconut/தேங்காய் 1st Quality, –, 40 to 43,2017-11-7
24,24,24,Coconut/தேங்காய் 2nd Quality, –, 35,2017-11-7
25,25,25,Green Chilli/பச்சை மிளகாய், 1, 24 to 28,2017-11-7
26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality, –, 40,2017-11-7
27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality, –, 35,2017-11-7
28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை, 1, 20,2017-11-7
29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம், 1, 20,2017-11-7
30,30,30,Banana Thar/வாழை தார், –, 24 to 26,2017-11-7
31,31,31,Curry Leaves/கறிவேப்பிலை 1 Kattu/கட்டு, 1 Kattu, 20,2017-11-7
32,32,32,Gourd/புடலங்காய் 1st Quality, 1, 13 to 14,2017-11-7
33,33,33,Gourd/புடலங்காய் 2nd Quality, 1, 10,2017-11-7
34,34,34,Coriander/கொத்தமல்லி 1st Quality, 1 kattu, 20 to 25,2017-11-7
35,35,35,Coriander/கொத்தமல்லி 2nd Quality, 1 kattu, 15 to 20,2017-11-7
36,36,36,Radish/முள்ளங்கி 1st Quality, 1, 30 to 35,2017-11-7
37,37,37,Radish/முள்ளங்கி 2nd Quality, 1, 25 to 30,2017-11-7
38,38,38,Ginger/இஞ்சி, 1, 30 to 35,2017-11-7
39,39,39,Butter Beans/பட்டர் பீன்ஸ், 1, 80 to 90,2017-11-7
40,40,40,Cabbage/முட்டை கோஸ், 1, 45,2017-11-7
41,41,41,Green Peas/பச்சை பட்டாணி, 1, 120,2017-11-7
42,42,42,Bitter Gourd/பாகற்காய், 1, 15 to 16,2017-11-7
43,43,43,Nookal/நூக்கல், 1, 20 to 30,2017-11-7
44,44,44,Chaw Chaw/சவ்சவ், 1, 10,2017-11-7
45,45,45,Kovakkai/கோவக்காய், 1, 20,2017-11-7
46,46,46,Cluster Beans/கொத்தவரங்காய், 1, 10 to 12,2017-11-7
47,47,47,Gooseberry/நெல்லிக்காய், 1, 20 to 25,2017-11-7
48,48,48,Narthangai/நார்த்தங்காய், 1, 20 to 25,2017-11-7
49,49,49,Cucumber/வெள்ளரிக்காய், 1, 30,2017-11-7
50,50,50,Garlic/வெள்ளை பூண்டு, 1, 100,2017-11-7
51,51,51,Gourd/பீர்க்கங்காய், 1, 10 to 15,2017-11-7
52,52,52,Small Tuber/சிறு கிழங்கு, 1, 30 to 35,2017-11-7
53,53,53,Colocasia/சேப்பங்கிழங்கு, 1, 30 to 35,2017-11-7
54,54,54,Soya beans/சோயா பீன்ஸ், 1, 60 to 70,2017-11-7
55,55,55,Butter Soya/பட்டர் சோயா, 1, –,2017-11-7
56,56,56,Senai Kilangu/சேனை கிழங்கு, 1, 30 to 35,2017-11-7
57,57,57,Karunai Kilangu/கருணைக்கிழங்கு, 1, 35,2017-11-7
58,58,58,Drumstick beans/முருங்கை பீன்ஸ், 1, 40,2017-11-7
59,59,59,Mangai Inji/மாங்காய் இஞ்சி, 1, 30 to 40,2017-11-7
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Belt Beans / Avarai Belt, 1, 30,2017- 1-7
1,1,1,Beans Kolee / Avarai Kolee, 1, 30,2017- 1-7
2,2,2,Avarai ottu, 1, –,2017- 1-7
3,3,3,Beans, 1, 30,2017- 1-7
4,4,4,Beetroot, 1, 10,2017- 1-7
5,5,5,Bellary / Big Onion, 1, 18,2017- 1-7
6,6,6,Cauliflower, 1 Flower, 17,2017- 1-7
7,7,7,Small Onion / Chinna Vengayam, 1, 10,2017- 1-7
8,8,8,Chaw Chaw, 1, 10,2017- 1-7
9,9,9,Disco Brinjal / Kaththari kai Disco, 1, 20,2017- 1-7
10,10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2017- 1-7
11,11,11,Cluster Beans / Kothavarai, 1, 15,2017- 1-7
12,12,12,Samba Chilli / Milagai Samba, 1, 25,2017- 1-7
13,13,13,Round Chilli / Milagai Urundai, 1, 45,2017- 1-7
14,14,14,Radish / Mullangi, 1, 6,2017- 1-7
15,15,15,Drumstick / Murungai Chedi, 1, 80,2017- 1-7
16,16,16,Drumstick / Murungai Maram, 1, 60,2017- 1-7
17,17,17,Nelli Kai, 1, 25,2017- 1-7
18,18,18,Bitter Gourd / Pakar kai, 1, –,2017- 1-7
19,19,19,Perkangkai, 1, 15,2017- 1-7
20,20,20,Snake Guard / Pudalai, 1, 7,2017- 1-7
21,21,21,Red Pumpkin / Red Pusanikkai, 1, 4,2017- 1-7
22,22,22,Sambar Vellari, 1, 5,2017- 1-7
23,23,23,Bottle gourd / Suraikai, 1, 4,2017- 1-7
24,24,24,Tomato / Thakkali, 1, 6,2017- 1-7
25,25,25,Thatta payaru, 1, 25,2017- 1-7
26,26,26,Lady’s Finger / Venda Kai, 1, 12,2017- 1-7
27,27,27,Lemon / Elumbichai, 1, 10,2017- 1-7
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,Lemon, 1, 25 to 30,2017- 2-7
1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017- 2-7
2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017- 2-7
3,3,3,3,3,Small Onion, 1, 30 to 35,2017- 2-7
4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017- 2-7
5,5,5,5,5,Beans 1st Quality, –, 50 to 65,2017- 2-7
6,6,6,6,6,Beans 2nd Quality, 1, 45 to 60,2017- 2-7
7,7,7,7,7,Carrot 1st Quality, 1, 20 to 25,2017- 2-7
8,8,8,8,8,Carrot 2nd Quality, 1, 15 to 20,2017- 2-7
9,9,9,9,9,Vendai Kai/Lady Finger, 1, 60,2017- 2-7
10,10,10,10,10,Maram Murungai, 1, 18 to 27,2017- 2-7
11,11,11,11,11,Chedi Murungai, 1, 18 to 33,2017- 2-7
12,12,12,12,12,Avarai Ottu, 1, 27,2017- 2-7
13,13,13,13,13,Pachai Payaru, 1, 30,2017- 2-7
14,14,14,14,14,Vellai Payaru, 1, 20,2017- 2-7
15,15,15,15,15,Suraikai, 1, 9,2017- 2-7
16,16,16,16,16,Beetroot, 1, 7,2017- 2-7
17,17,17,17,17,Sunami Sambar, 1, 16,2017- 2-7
18,18,18,18,18,Pusanikai, 1, 8,2017- 2-7
19,19,19,19,19,Kalla Manga/Mango, 1, 20,2017- 2-7
20,20,20,20,20,Orutu Manga/Mango, 1, 15,2017- 2-7
21,21,21,21,21,Potato 1st Quality, 1, 15,2017- 2-7
22,22,22,22,22,Potato 2nd Quality, 1, 10,2017- 2-7
23,23,23,23,23,Coconut 1st Quality, –, 34 to 36,2017- 2-7
24,24,24,24,24,Coconut 2nd Quality, –, 29 to 31,2017- 2-7
25,25,25,25,25,Green Chilli, 1, 21 to 35,2017- 2-7
26,26,26,26,26,Cauliflower 1st Quality, –, 21 to 23,2017- 2-7
27,27,27,27,27,Cauliflower 2nd Quality, –, 16 to 18,2017- 2-7
28,28,28,28,28,Katharikai Pachai, 1, 30 to 40,2017- 2-7
29,29,29,29,29,Katharikai ootha, 1, 20,2017- 2-7
30,30,30,30,30,Valai Thar, –, 28 to 30,2017- 2-7
31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017- 2-7
32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25 to 30,2017- 2-7
33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20 to 25,2017- 2-7
34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 10 to 15,2017- 2-7
35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 10,2017- 2-7
36,36,36,36,36,Mullangi 1st Quality, 1, 25 to 30,2017- 2-7
37,37,37,37,37,Mullangi 2nd Quality, 1, 20 to 25,2017- 2-7
38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017- 2-7
39,39,39,39,39,Butter Beans, 1, 40 to 60,2017- 2-7
40,40,40,40,40,Mutta Kose, 1, 10 to 12,2017- 2-7
41,41,41,41,41,Pachai Pattani, 1, 30 to 40,2017- 2-7
42,42,42,42,42,Pakarkai, 1, 26,2017- 2-7
43,43,43,43,43,Nookal, 1, 20,2017- 2-7
44,44,44,44,44,Chaw Chaw, 1, 20,2017- 2-7
45,45,45,45,45,Kovakkai, 1, 40 to 50,2017- 2-7
46,46,46,46,46,Kothavarangai, 1, 26 to 30,2017- 2-7
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 60 to 65,2017- 3-7
1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017- 3-7
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017- 3-7
3,3,3,Small Onion, 1, 60 to 65,2017- 3-7
4,4,4,Bellary (Big Onion), 1, 12 to 15,2017- 3-7
5,5,5,Beans 1st Quality, –, 70 to 80,2017- 3-7
6,6,6,Beans 2nd Quality, 1, 65 to 75,2017- 3-7
7,7,7,Carrot 1st Quality, 1, 20 to 25,2017- 3-7
8,8,8,Carrot 2nd Quality, 1, 15 to 20,2017- 3-7
9,9,9,Vendai Kai/Lady Finger, 1, 42 to 45,2017- 3-7
10,10,10,Maram Murungai, 1, 6 to 7,2017- 3-7
11,11,11,Chedi Murungai, 1, 12,2017- 3-7
12,12,12,Avarai Ottu, 1, 45,2017- 3-7
13,13,13,Pachai Payaru, 1, 35,2017- 3-7
14,14,14,Vellai Payaru, 1, 25,2017- 3-7
15,15,15,Suraikai, 1, 9,2017- 3-7
16,16,16,Beetroot, 1, 17 to 18,2017- 3-7
17,17,17,Sunami Sambar, 1, 28,2017- 3-7
18,18,18,Pusanikai, 1, 18 to 20,2017- 3-7
19,19,19,Kalla Manga/Mango, 1, 22,2017- 3-7
20,20,20,Orutu Manga/Mango, 1, 20,2017- 3-7
21,21,21,Potato 1st Quality, 1, 12 to 15,2017- 3-7
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017- 3-7
23,23,23,Coconut 1st Quality, –, 32 to 35,2017- 3-7
24,24,24,Coconut 2nd Quality, –, 27 to30,2017- 3-7
25,25,25,Green Chilli, 1, 35 to 40,2017- 3-7
26,26,26,Cauliflower 1st Quality, –, 20 to 30,2017- 3-7
27,27,27,Cauliflower 2nd Quality, –, 15 to 25,2017- 3-7
28,28,28,Katharikai Pachai, 1, 50,2017- 3-7
29,29,29,Katharikai ootha, 1, 35,2017- 3-7
30,30,30,Valai Thar, –, 25 to 30,2017- 3-7
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017- 3-7
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 17 to 18,2017- 3-7
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 12 to 13,2017- 3-7
34,34,34,Kothamalli 1st Quality, 1 kattu, 15 to 20,2017- 3-7
35,35,35,Kothamalli 2nd Quality, 1 kattu, 10 to 15,2017- 3-7
36,36,36,Mullangi 1st Quality, 1, 12 to 15,2017- 3-7
37,37,37,Mullangi 2nd Quality, 1, 7 to 10,2017- 3-7
38,38,38,Inji/Ginger, 1, 25,2017- 3-7
39,39,39,Butter Beans, 1, 260,2017- 3-7
40,40,40,Mutta Kose, 1, 15,2017- 3-7
41,41,41,Pachai Pattani, 1, 60,2017- 3-7
42,42,42,Pakarkai, 1, 20 to 42,2017- 3-7
43,43,43,Nookal, 1, 60,2017- 3-7
44,44,44,Chaw Chaw, 1, 20 to 25,2017- 3-7
45,45,45,Kovakkai, 1, 18,2017- 3-7
46,46,46,Kothavarangai, 1, 45 to 54,2017- 3-7
,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Lemon, 1, 55 to 60,2017- 4-7
1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017- 4-7
2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017- 4-7
3,3,3,Small Onion, 1, 50 to 55,2017- 4-7
4,4,4,Bellary (Big Onion), 1, 10 to 12,2017- 4-7
5,5,5,Beans 1st Quality, –, 80 to 90,2017- 4-7
6,6,6,Beans 2nd Quality, 1, 75 to 85,2017- 4-7
7,7,7,Carrot 1st Quality, 1, 55 to 60,2017- 4-7
8,8,8,Carrot 2nd Quality, 1, 50 to55,2017- 4-7
9,9,9,Vendai Kai/Lady Finger, 1, 15,2017- 4-7
10,10,10,Maram Murungai, 1, _,2017- 4-7
11,11,11,Chedi Murungai, 1, _,2017- 4-7
12,12,12,Avarai Ottu, 1, 20 to 25,2017- 4-7
13,13,13,Pachai Payaru, 1, 12,2017- 4-7
14,14,14,Vellai Payaru, 1, 20,2017- 4-7
15,15,15,Suraikai, 1, 10,2017- 4-7
16,16,16,Beetroot, 1, 25,2017- 4-7
17,17,17,Sunami Sambar, 1, 23,2017- 4-7
18,18,18,Pusanikai, 1, 22,2017- 4-7
19,19,19,Kalla Manga/Mango, 1, 15,2017- 4-7
20,20,20,Orutu Manga/Mango, 1, 12,2017- 4-7
21,21,21,Potato 1st Quality, 1, 15 to 12,2017- 4-7
22,22,22,Potato 2nd Quality, 1, 7 to 10,2017- 4-7
23,23,23,Coconut 1st Quality, –, 25,2017- 4-7
24,24,24,Coconut 2nd Quality, –, 20,2017- 4-7
25,25,25,Green Chilli, 1, 19 to 75,2017- 4-7
26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017- 4-7
27,27,27,Cauliflower 2nd Quality, –, 15 to25,2017- 4-7
28,28,28,Katharikai Pachai, 1, 45,2017- 4-7
29,29,29,Katharikai ootha, 1, 35,2017- 4-7
30,30,30,Valai Thar, –, 25,2017- 4-7
31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20 to 25,2017- 4-7
32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017- 4-7
33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017- 4-7
34,34,34,Kothamalli 1st Quality, 1 kattu, 40,2017- 4-7
35,35,35,Kothamalli 2nd Quality, 1 kattu, 35,2017- 4-7
36,36,36,Mullangi 1st Quality, 1, 25 to 30,2017- 4-7
37,37,37,Mullangi 2nd Quality, 1, 20 to 25,2017- 4-7
38,38,38,Inji/Ginger, 1, 25,2017- 4-7
39,39,39,Butter Beans, 1, 180,2017- 4-7
40,40,40,Mutta Kose, 1, 20 to 25,2017- 4-7
41,41,41,Pachai Pattani, 1, 80 to 100,2017- 4-7
42,42,42,Pakarkai, 1, 45,2017- 4-7
43,43,43,Nookal, 1, 70,2017- 4-7
44,44,44,Chaw Chaw, 1, 27,2017- 4-7
45,45,45,Kovakkai, 1, 18 to 23,2017- 4-7
46,46,46,Kothavarangai, 1, 20,2017- 4-7
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,Lemon, 1, 67,2017- 6-7
1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to20,2017- 6-7
2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017- 6-7
3,3,3,3,3,Small Onion, 1, 100 to120,2017- 6-7
4,4,4,4,4,Bellary (Big Onion), 1, 12 to13,2017- 6-7
5,5,5,5,5,Beans 1st Quality, –, 40 to45,2017- 6-7
6,6,6,6,6,Beans 2nd Quality, 1, 35 to40,2017- 6-7
7,7,7,7,7,Carrot 1st Quality, 1, 65 to70,2017- 6-7
8,8,8,8,8,Carrot 2nd Quality, 1, 60 to65,2017- 6-7
9,9,9,9,9,Vendai Kai/Lady Finger, 1, 26,2017- 6-7
10,10,10,10,10,Maram Murungai, 1, 14,2017- 6-7
11,11,11,11,11,Chedi Murungai, 1, 17,2017- 6-7
12,12,12,12,12,Avarai Ottu, 1, 25 to65,2017- 6-7
13,13,13,13,13,Pachai Payaru, 1, 15,2017- 6-7
14,14,14,14,14,Vellai Payaru, 1, 25,2017- 6-7
15,15,15,15,15,Suraikai, 1, 5,2017- 6-7
16,16,16,16,16,Beetroot, 1, 25,2017- 6-7
17,17,17,17,17,Sunami Sambar, 1, 15 to10,2017- 6-7
18,18,18,18,18,Pusanikai, 1, 5 to6,2017- 6-7
19,19,19,19,19,Kalla Manga/Mango, 1, 9,2017- 6-7
20,20,20,20,20,Orutu Manga/Mango, 1, 11,2017- 6-7
21,21,21,21,21,Potato 1st Quality, 1, 10 to15,2017- 6-7
22,22,22,22,22,Potato 2nd Quality, 1, 10,2017- 6-7
23,23,23,23,23,Coconut 1st Quality, –, 26,2017- 6-7
24,24,24,24,24,Coconut 2nd Quality, –, 21,2017- 6-7
25,25,25,25,25,Green Chilli, 1, 45 to50,2017- 6-7
26,26,26,26,26,Cauliflower 1st Quality, –, 25 to30,2017- 6-7
27,27,27,27,27,Cauliflower 2nd Quality, –, 20 to25,2017- 6-7
28,28,28,28,28,Katharikai Pachai, 1, 30 to40,2017- 6-7
29,29,29,29,29,Katharikai ootha, 1, 25,2017- 6-7
30,30,30,30,30,Valai Thar, –, 26,2017- 6-7
31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30 to25,2017- 6-7
32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 15 to20,2017- 6-7
33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10 to15,2017- 6-7
34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 250,2017- 6-7
35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 240,2017- 6-7
36,36,36,36,36,Mullangi 1st Quality, 1, 40,2017- 6-7
37,37,37,37,37,Mullangi 2nd Quality, 1, 35,2017- 6-7
38,38,38,38,38,Inji/Ginger, 1, 40,2017- 6-7
39,39,39,39,39,Butter Beans, 1, 180 to200,2017- 6-7
40,40,40,40,40,Mutta Kose, 1, 15 to20,2017- 6-7
41,41,41,41,41,Pachai Pattani, 1, 180 to200,2017- 6-7
42,42,42,42,42,Pakarkai, 1, 45 to50,2017- 6-7
43,43,43,43,43,Nookal, 1, 60,2017- 6-7
44,44,44,44,44,Chaw Chaw, 1, 25,2017- 6-7
45,45,45,45,45,Kovakkai, 1, 15 to20,2017- 6-7
