Commodity, Weight in Kg, Price in Rs,Date
Red Chilies, 1, 20,2015-05-23
Onion, 1, 34,2015-05-23
Pallari, 1, 26,2015-05-23
Ginger, 1, –,2015-05-23
Potato, 1, 24,2015-05-23
Radish, 1, 16,2015-05-23
Mango, 1, –,2015-05-23
Cabbage, 1, 24,2015-05-23
Carrot, 1, 32,2015-05-23
Beetroot, 1, 30,2015-05-23
Soybeans, 1, 100,2015-05-23
Drumstick beans, 1, 48,2015-05-23
butter beans, 1, –,2015-05-23
Banana nut, 1 piece, 4,2015-05-23
Banana stem, 1, 10,2015-05-23
Banana Flower, 1, 8,2015-05-23
Curry leaves, 1, 30,2015-05-23
Coriander leaves, 1, 40,2015-05-23
Mint, 1, 20,2015-05-23
Greens Leaves, 1, 12,2015-05-23
Garlic, 1, 100,2015-05-23
Button Mushrooms, 1, 180,2015-05-23
Papaya, 1, 20,2015-05-23
SavSav, 1, 24,2015-05-23
Sapotta, 1, 18,2015-05-23
Brinjal / Kathari, 1, 30,2015-11-13
Tomotto ottu / Thakkali Ottu, 1, 46,2015-11-13
Lady’s Finger / Venda Kai, 1, 26,2015-11-13
Snake Guard / Pudalai, 1, 16,2015-11-13
Bitter Gourd / Pakar kai, 1, 28,2015-11-13
Bottle gourd / Sura kai, 1, 8,2015-11-13
Pumpkin / Pusani kai, 1, 20,2015-11-13
Beans / Avarai Kai, 1, 40,2015-11-13
Cluster Beans / Kothavarai, 1, 20,2015-11-13
Red Chilies / Kundu Milagai, 1, 50,2015-11-13
Small Onion / Chinna Vengayam, 1, 54,2015-11-13
Big Onion / Pallari, 1, 40,2015-11-13
Ginger /  Inji, 1, –,2015-11-13
Potato / Urulai Kelangu, 1, 26,2015-11-13
Radish / Mulangi, 1, 20,2015-11-13
Mango / Maa, 1, –,2015-11-13
Cabbage / Mutta Kose, 1, 16,2015-11-13
Carrot, 1, 36,2015-11-13
Beetroot, 1, 16,2015-11-13
Soya Beans, 1, 60,2015-11-13
Drumstick Beans / Murungai Beans, 1, 46,2015-11-13
Butter beans, 1, –,2015-11-13
Banana nut / Vala kai, 1 piece, 4,2015-11-13
Banana stem / Vala Thandu, 1, 12,2015-11-13
Banana Flower / Vala Poo, 1, 10,2015-11-13
Curry leaves / Karu Vepilai, 1, 20,2015-11-13
Coriander leaves / Malli Ilai, 1, 30,2015-11-13
Mint / Puthina, 1, 25,2015-11-13
Greens Leaves / Keerai Kattu, 1, 12,2015-11-13
Garlic / Poondu, 1, 100,2015-11-13
Button Mushrooms / Button Kaalan, 1, 200,2015-11-13
Papaya / Papali, 1, 20,2015-11-13
Sav Sav, 1, 16,2015-11-13
Sapotta, 1, 20,2015-11-13
Brinjal / Kathari, 1, 80,2015-11-30
Tomotto ottu / Thakkali Ottu, 1, 50,2015-11-30
Lady’s Finger / Venda Kai, 1, 46,2015-11-30
Snake Guard / Pudalai, 1, 30,2015-11-30
Bitter Gourd / Pakar kai, 1, 34,2015-11-30
Bottle gourd / Sura kai, 1, 10,2015-11-30
Pumpkin / Pusani kai, 1, 14,2015-11-30
Beans / Avarai Kai, 1, 70,2015-11-30
Cluster Beans / Kothavarai, 1, 24,2015-11-30
Red Chilies / Kundu Milagai, 1, 40,2015-11-30
Small Onion / Chinna Vengayam, 1, 56,2015-11-30
Big Onion / Pallari, 1, 40,2015-11-30
Ginger /  Inji, 1, –,2015-11-30
Potato / Urulai Kelangu, 1, 30,2015-11-30
Radish / Mulangi, 1, 24,2015-11-30
Mango / Maa, 1, –,2015-11-30
Cabbage / Mutta Kose, 1, 20,2015-11-30
Carrot, 1, 40,2015-11-30
Beetroot, 1, 20,2015-11-30
Soya Beans, 1, 70,2015-11-30
Drumstick Beans / Murungai Beans, 1, 70,2015-11-30
Butter beans, 1, –,2015-11-30
Banana nut / Vala kai, 1 piece, 4,2015-11-30
Banana stem / Vala Thandu, 1, 12,2015-11-30
Banana Flower / Vala Poo, 1, 10,2015-11-30
Curry leaves / Karu Vepilai, 1, 20,2015-11-30
Coriander leaves / Malli Ilai, 1, 30,2015-11-30
Mint / Puthina, 1, 20,2015-11-30
Greens Leaves / Keerai Kattu, 1, 12,2015-11-30
Garlic / Poondu, 1, 100,2015-11-30
Button Mushrooms / Button Kaalan, 1, 200,2015-11-30
Papaya / Papali, 1, 20,2015-11-30
Sav Sav, 1, 24,2015-11-30
Sapotta, 1, 20,2015-11-30
Brinjal, 1, 20,2015-02-08
Tomotto ottu, 1, 12,2015-02-08
Ladys Finger, 1, 16,2015-02-08
Snake Guard, 1, 8,2015-02-08
Bitter Gourd, 1, 14,2015-02-08
Bottle gourd, 1, 8,2015-02-08
Pumpkin, 1, 14,2015-02-08
Bean, 1, 20,2015-02-08
Cluster Beans, 1, 16,2015-02-08
Red Chilies, 1, 20,2015-02-08
Onion, 1, 30,2015-02-08
Pallari, 1, 26,2015-02-08
Ginger, 1, –,2015-02-08
Potato, 1, 24,2015-02-08
Radish, 1, 10,2015-02-08
Mango, 1, –,2015-02-08
Cabbage, 1, 24,2015-02-08
Carrot, 1, 34,2015-02-08
Beetroot, 1, 20,2015-02-08
Soybeans, 1, 80,2015-02-08
Drumstick beans, 1, 26,2015-02-08
butter beans, 1, –,2015-02-08
Banana nut, 1 piece, 4,2015-02-08
Banana stem, 1, 10,2015-02-08
Banana Flower, 1, 8,2015-02-08
Curry leaves, 1, 30,2015-02-08
Coriander leaves, 1, 20,2015-02-08
Mint, 1, 25,2015-02-08
Greens Leaves, 1, 10,2015-02-08
Garlic, 1, 100-180,2015-02-08
Button Mushrooms, 1, 180,2015-02-08
Papaya, 1, 20,2015-02-08
SavSav, 1, 26,2015-02-08
Sapotta, 1, 24,2015-02-08
Brinjal, 1, 34,2015-01-23
Tomotto ottu, 1, 12,2015-01-23
Ladys Finger, 1, 16,2015-01-23
Snake Guard, 1, 18,2015-01-23
Bitter Gourd, 1, 20,2015-01-23
Bottle gourd, 1, 8,2015-01-23
Pumpkin, 1, 16,2015-01-23
Bean, 1, 28,2015-01-23
Cluster Beans, 1, 18,2015-01-23
Red Chilies, 1, 34,2015-01-23
Onion, 1, 30,2015-01-23
Pallari, 1, 30,2015-01-23
Ginger, 1, –,2015-01-23
Potato, 1, 30,2015-01-23
Radish, 1, 10,2015-01-23
Mango, 1, –,2015-01-23
Cabbage, 1, 32,2015-01-23
Carrot, 1, 34,2015-01-23
Beetroot, 1, 26,2015-01-23
Soybeans, 1, 80,2015-01-23
Drumstick beans, 1, 44,2015-01-23
butter beans, 1, –,2015-01-23
Banana nut, 1 piece, 4,2015-01-23
Banana stem, 1, 12,2015-01-23
Banana Flower, 1, 14,2015-01-23
Curry leaves, 1, 40,2015-01-23
Coriander leaves, 1, 20,2015-01-23
Mint, 1, 20,2015-01-23
Greens Leaves, 1, 10,2015-01-23
Garlic, 1, 120-140,2015-01-23
Button Mushrooms, 1, 196,2015-01-23
Papaya, 1, 20,2015-01-23
SavSav, 1, 18,2015-01-23
Sapotta, 1, 20,2015-01-23
Brinjal, 1, 24,2015-09-06
Tomotto ottu, 1, 7,2015-09-06
Ladys Finger, 1, 14,2015-09-06
Snake Guard, 1, 14,2015-09-06
Bitter Gourd, 1, 26,2015-09-06
Bottle gourd, 1, 8,2015-09-06
Pumpkin, 1, 14,2015-09-06
Bean, 1, 26,2015-09-06
Cluster Beans, 1, 10,2015-09-06
Red Chilies, 1, 30,2015-09-06
Onion, 1, 28,2015-09-06
Pallari, 1, 50,2015-09-06
Ginger, 1, –,2015-09-06
Potato, 1, 24,2015-09-06
Radish, 1, 10,2015-09-06
Mango, 1, –,2015-09-06
Cabbage, 1, 20,2015-09-06
Carrot, 1, 30,2015-09-06
Beetroot, 1, 24,2015-09-06
Soybeans, 1, 90,2015-09-06
Drumstick beans, 1, 36,2015-09-06
butter beans, 1, –,2015-09-06
Banana nut, 1 piece, 4,2015-09-06
Banana stem, 1, 10,2015-09-06
Banana Flower, 1, 12,2015-09-06
Curry leaves, 1, 20,2015-09-06
Coriander leaves, 1, 25,2015-09-06
Mint, 1, 30,2015-09-06
Greens Leaves, 1, 12,2015-09-06
Garlic, 1, 100,2015-09-06
Button Mushrooms, 1, 180,2015-09-06
Papaya, 1, 20,2015-09-06
SavSav, 1, 16,2015-09-06
Sapotta, 1, 20,2015-09-06
Brinjal, 1, 36,2015-09-22
Tomotto ottu, 1, 10,2015-09-22
Ladys Finger, 1, 24,2015-09-22
Snake Guard, 1, 16,2015-09-22
Bitter Gourd, 1, 24,2015-09-22
Bottle gourd, 1, 8,2015-09-22
Pumpkin, 1, 16,2015-09-22
Bean, 1, 36,2015-09-22
Cluster Beans, 1, 12,2015-09-22
Red Chilies, 1, 30,2015-09-22
Onion, 1, 40,2015-09-22
Pallari, 1, 60,2015-09-22
Ginger, 1, –,2015-09-22
Potato, 1, 24,2015-09-22
Radish, 1, 12,2015-09-22
Mango, 1, –,2015-09-22
Cabbage, 1, 20,2015-09-22
Carrot, 1, 36,2015-09-22
Beetroot, 1, 20,2015-09-22
Soybeans, 1, 80,2015-09-22
Drumstick beans, 1, 40,2015-09-22
butter beans, 1, –,2015-09-22
Banana nut, 1 piece, 4,2015-09-22
Banana stem, 1, 10,2015-09-22
Banana Flower, 1, 10,2015-09-22
Curry leaves, 1, 20,2015-09-22
Coriander leaves, 1, 30,2015-09-22
Mint, 1, 30,2015-09-22
Greens Leaves, 1, 12,2015-09-22
Garlic, 1, 100,2015-09-22
Button Mushrooms, 1, 180,2015-09-22
Papaya, 1, 20,2015-09-22
SavSav, 1, 16,2015-09-22
Sapotta, 1, 20,2015-09-22
Brinjal / Kathari, 1, 24,2015-11-06
Tomotto ottu / Thakkali Ottu, 1, 34,2015-11-06
Lady’s Finger / Venda Kai, 1, 30,2015-11-06
Snake Guard / Pudalai, 1, 16,2015-11-06
Bitter Gourd / Pakar kai, 1, 30,2015-11-06
Bottle gourd / Sura kai, 1, 8,2015-11-06
Pumpkin / Pusani kai, 1, 15,2015-11-06
Beans / Avarai Kai, 1, 40,2015-11-06
Cluster Beans / Kothavarai, 1, 20,2015-11-06
Red Chilies / Kundu Milagai, 1, 30,2015-11-06
Small Onion / Chinna Vengayam, 1, 48,2015-11-06
Big Onion / Pallari, 1, 40,2015-11-06
Ginger /  Inji, 1, –,2015-11-06
Potato / Urulai Kelangu, 1, 26,2015-11-06
Radish / Mulangi, 1, 20,2015-11-06
Mango / Maa, 1, –,2015-11-06
Cabbage / Mutta Kose, 1, 16,2015-11-06
Carrot, 1, 30,2015-11-06
Beetroot, 1, 16,2015-11-06
Soya Beans, 1, 70,2015-11-06
Drumstick Beans / Murungai Beans, 1, 30,2015-11-06
Butter beans, 1, –,2015-11-06
Banana nut / Vala kai, 1 piece, 4,2015-11-06
Banana stem / Vala Thandu, 1, 12,2015-11-06
Banana Flower / Vala Poo, 1, 10,2015-11-06
Curry leaves / Karu Vepilai, 1, 20,2015-11-06
Coriander leaves / Malli Ilai, 1, 25,2015-11-06
Mint / Puthina, 1, 20,2015-11-06
Greens Leaves / Keerai Kattu, 1, 12,2015-11-06
Garlic / Poondu, 1, 100,2015-11-06
Button Mushrooms / Button Kaalan, 1, 200,2015-11-06
Papaya / Papali, 1, 20,2015-11-06
Sav Sav, 1, 16,2015-11-06
Sapotta, 1, 20,2015-11-06
Brinjal, 1, 30,2015-09-09
Tomotto ottu, 1, 7,2015-09-09
Ladys Finger, 1, 14,2015-09-09
Snake Guard, 1, 14,2015-09-09
Bitter Gourd, 1, 24,2015-09-09
Bottle gourd, 1, 8,2015-09-09
Pumpkin, 1, 14,2015-09-09
Bean, 1, 30,2015-09-09
Cluster Beans, 1, 10,2015-09-09
Red Chilies, 1, 30,2015-09-09
Onion, 1, 28,2015-09-09
Pallari, 1, 50,2015-09-09
Ginger, 1, –,2015-09-09
Potato, 1, 24,2015-09-09
Radish, 1, 12,2015-09-09
Mango, 1, –,2015-09-09
Cabbage, 1, 20,2015-09-09
Carrot, 1, 30,2015-09-09
Beetroot, 1, 20,2015-09-09
Soybeans, 1, 90,2015-09-09
Drumstick beans, 1, 36,2015-09-09
butter beans, 1, –,2015-09-09
Banana nut, 1 piece, 4,2015-09-09
Banana stem, 1, 10,2015-09-09
Banana Flower, 1, 12,2015-09-09
Curry leaves, 1, 20,2015-09-09
Coriander leaves, 1, 25,2015-09-09
Mint, 1, 30,2015-09-09
Greens Leaves, 1, 12,2015-09-09
Garlic, 1, 100,2015-09-09
Button Mushrooms, 1, 180,2015-09-09
Papaya, 1, 20,2015-09-09
SavSav, 1, 16,2015-09-09
Sapotta, 1, 20,2015-09-09
Brinjal / Kathari, 1, 36,2015-10-26
Tomotto ottu / Thakkali Ottu, 1, 18,2015-10-26
Lady’s Finger / Venda Kai, 1, 24,2015-10-26
Snake Guard / Pudalai, 1, 20,2015-10-26
Bitter Gourd / Pakar kai, 1, 28,2015-10-26
Bottle gourd / Sura kai, 1, 8,2015-10-26
Pumpkin / Pusani kai, 1, 16,2015-10-26
Beans / Avarai Kai, 1, 50,2015-10-26
Cluster Beans / Kothavarai, 1, 24,2015-10-26
Red Chilies / Kundu Milagai, 1, 30,2015-10-26
Small Onion / Chinna Vengayam, 1, 40,2015-10-26
Big Onion / Pallari, 1, 40,2015-10-26
Ginger /  Inji, 1, –,2015-10-26
Potato / Urulai Kelangu, 1, 26,2015-10-26
Radish / Mulangi, 1, 20,2015-10-26
Mango / Maa, 1, –,2015-10-26
Cabbage / Mutta Kose, 1, 16,2015-10-26
Carrot, 1, 40,2015-10-26
Beetroot, 1, 16,2015-10-26
Soya Beans, 1, 70,2015-10-26
Drumstick Beans / Murungai Beans, 1, 50,2015-10-26
Butter beans, 1, –,2015-10-26
Banana nut / Vala kai, 1 piece, 4,2015-10-26
Banana stem / Vala Thandu, 1, 10,2015-10-26
Banana Flower / Vala Poo, 1, 12,2015-10-26
Curry leaves / Karu Vepilai, 1, 20,2015-10-26
Coriander leaves / Malli Ilai, 1, 30,2015-10-26
Mint / Puthina, 1, 30,2015-10-26
Greens Leaves / Keerai Kattu, 1, 12,2015-10-26
Garlic / Poondu, 1, 100,2015-10-26
Button Mushrooms / Button Kaalan, 1, 200,2015-10-26
Papaya / Papali, 1, 20,2015-10-26
Sav Sav, 1, 16,2015-10-26
Sapotta, 1, 20,2015-10-26
Brinjal, 1, 36,2015-08-14
Tomotto ottu, 1, 8,2015-08-14
Ladys Finger, 1, 10,2015-08-14
Snake Guard, 1, 14,2015-08-14
Bitter Gourd, 1, 24,2015-08-14
Bottle gourd, 1, 8,2015-08-14
Pumpkin, 1, 16,2015-08-14
Bean, 1, 24,2015-08-14
Cluster Beans, 1, 12,2015-08-14
Red Chilies, 1, 24,2015-08-14
Onion, 1, 28,2015-08-14
Pallari, 1, 40,2015-08-14
Ginger, 1, –,2015-08-14
Potato, 1, 24,2015-08-14
Radish, 1, 10,2015-08-14
Mango, 1, –,2015-08-14
Cabbage, 1, 24,2015-08-14
Carrot, 1, 30,2015-08-14
Beetroot, 1, 30,2015-08-14
Soybeans, 1, 70,2015-08-14
Drumstick beans, 1, 36,2015-08-14
butter beans, 1, –,2015-08-14
Banana nut, 1 piece, 4,2015-08-14
Banana stem, 1, 10,2015-08-14
Banana Flower, 1, 14,2015-08-14
Curry leaves, 1, 15,2015-08-14
Coriander leaves, 1, 20,2015-08-14
Mint, 1, 20,2015-08-14
Greens Leaves, 1, 12,2015-08-14
Garlic, 1, 140,2015-08-14
Button Mushrooms, 1, 200,2015-08-14
Papaya, 1, 20,2015-08-14
SavSav, 1, 20,2015-08-14
Sapotta, 1, 18,2015-08-14
Brinjal, 1, 24,2015-02-12
Tomotto ottu, 1, 14,2015-02-12
Ladys Finger, 1, 16,2015-02-12
Snake Guard, 1, 10,2015-02-12
Bitter Gourd, 1, 14,2015-02-12
Bottle gourd, 1, 8,2015-02-12
Pumpkin, 1, 12,2015-02-12
Bean, 1, 20,2015-02-12
Cluster Beans, 1, 16,2015-02-12
Red Chilies, 1, 20,2015-02-12
Onion, 1, 30,2015-02-12
Pallari, 1, 28,2015-02-12
Ginger, 1, –,2015-02-12
Potato, 1, 24,2015-02-12
Radish, 1, 8,2015-02-12
Mango, 1, –,2015-02-12
Cabbage, 1, 26,2015-02-12
Carrot, 1, 34,2015-02-12
Beetroot, 1, 20,2015-02-12
Soybeans, 1, 70,2015-02-12
Drumstick beans, 1, 26,2015-02-12
butter beans, 1, –,2015-02-12
Banana nut, 1 piece, 4,2015-02-12
Banana stem, 1, 8,2015-02-12
Banana Flower, 1, 5,2015-02-12
Curry leaves, 1, 25,2015-02-12
Coriander leaves, 1, 20,2015-02-12
Mint, 1, 20,2015-02-12
Greens Leaves, 1, 10,2015-02-12
Garlic, 1, 100-160,2015-02-12
Button Mushrooms, 1, 180,2015-02-12
Papaya, 1, 20,2015-02-12
SavSav, 1, 20,2015-02-12
Sapotta, 1, 24,2015-02-12
Brinjal / Kathari, 1, 70,2015-12-11
Tomotto ottu / Thakkali Ottu, 1, 26,2015-12-11
Lady’s Finger / Venda Kai, 1, 36,2015-12-11
Snake Guard / Pudalai, 1, 36,2015-12-11
Bitter Gourd / Pakar kai, 1, 48,2015-12-11
Bottle gourd / Sura kai, 1, 12,2015-12-11
Pumpkin / Pusani kai, 1, 14,2015-12-11
Beans / Avarai Kai, 1, 60,2015-12-11
Cluster Beans / Kothavarai, 1, 30,2015-12-11
Red Chilies / Kundu Milagai, 1, 50,2015-12-11
Small Onion / Chinna Vengayam, 1, 50,2015-12-11
Big Onion / Pallari, 1, 36,2015-12-11
Ginger /  Inji, 1, –,2015-12-11
Potato / Urulai Kelangu, 1, 30,2015-12-11
Radish / Mulangi, 1, 30,2015-12-11
Mango / Maa, 1, –,2015-12-11
Cabbage / Mutta Kose, 1, 24,2015-12-11
Carrot, 1, 36,2015-12-11
Beetroot, 1, 30,2015-12-11
Soya Beans, 1, 70,2015-12-11
Drumstick Beans / Murungai Beans, 1, 70,2015-12-11
Butter beans, 1, –,2015-12-11
Banana nut / Vala kai, 1 piece, 5,2015-12-11
Banana stem / Vala Thandu, 1, 10,2015-12-11
Banana Flower / Vala Poo, 1, 10,2015-12-11
Curry leaves / Karu Vepilai, 1, 20,2015-12-11
Coriander leaves / Malli Ilai, 1, 40,2015-12-11
Mint / Puthina, 1, 50,2015-12-11
Greens Leaves / Keerai Kattu, 1, 12,2015-12-11
Garlic / Poondu, 1, –,2015-12-11
Button Mushrooms / Button Kaalan, 1, 200,2015-12-11
Papaya / Papali, 1, 20,2015-12-11
Sav Sav, 1, 26,2015-12-11
Sapotta, 1, 20,2015-12-11
Brinjal, 1, 24,2015-12-01
Tomotto ottu, 1, 13,2015-12-01
Ladys Finger, 1, 18,2015-12-01
Snake Guard, 1, 10,2015-12-01
Bitter Gourd, 1, 16,2015-12-01
Bottle gourd, 1, 6,2015-12-01
Pumpkin, 1, 15,2015-12-01
Bean, 1, 20,2015-12-01
Cluster Beans, 1, 16,2015-12-01
Red Chilies, 1, 22,2015-12-01
Onion, 1, 30,2015-12-01
Pallari, 1, 28,2015-12-01
Ginger, 1, –,2015-12-01
Potato, 1, 26,2015-12-01
Radish, 1, 8,2015-12-01
Mango, 1, –,2015-12-01
Cabbage, 1, 26,2015-12-01
Carrot, 1, 40,2015-12-01
Beetroot, 1, 24,2015-12-01
Soybeans, 1, 80,2015-12-01
Drumstick beans, 1, 26,2015-12-01
butter beans, 1, –,2015-12-01
Banana nut, 1 piece, 6,2015-12-01
Banana stem, 1, 8,2015-12-01
Banana Flower, 1, 6,2015-12-01
Curry leaves, 1, 30,2015-12-01
Coriander leaves, 1, 25,2015-12-01
Mint, 1, 25,2015-12-01
Greens Leaves, 1, 10,2015-12-01
Garlic, 1, 100-160,2015-12-01
Button Mushrooms, 1, 180,2015-12-01
Papaya, 1, 20,2015-12-01
SavSav, 1, 24,2015-12-01
Sapotta, 1, 24,2015-12-01
Brinjal, 1, 14,2015-04-11
Tomotto ottu, 1, 15,2015-04-11
Ladys Finger, 1, 28,2015-04-11
Snake Guard, 1, 14,2015-04-11
Bitter Gourd, 1, 20,2015-04-11
Bottle gourd, 1, 6,2015-04-11
Pumpkin, 1, 14,2015-04-11
Bean, 1, 38,2015-04-11
Cluster Beans, 1, 20,2015-04-11
Red Chilies, 1, 24,2015-04-11
Onion, 1, 20,2015-04-11
Pallari, 1, 20,2015-04-11
Ginger, 1, –,2015-04-11
Potato, 1, 20,2015-04-11
Radish, 1, 16,2015-04-11
Mango, 1, –,2015-04-11
Cabbage, 1, 15,2015-04-11
Carrot, 1, 30,2015-04-11
Beetroot, 1, 14,2015-04-11
Soybeans, 1, 80,2015-04-11
Drumstick beans, 1, 44,2015-04-11
butter beans, 1, –,2015-04-11
Banana nut, 1 piece, 5,2015-04-11
Banana stem, 1, 10,2015-04-11
Banana Flower, 1, 12,2015-04-11
Curry leaves, 1, 30,2015-04-11
Coriander leaves, 1, 25,2015-04-11
Mint, 1, 15,2015-04-11
Greens Leaves, 1, 12,2015-04-11
Garlic, 1, 100,2015-04-11
Button Mushrooms, 1, 180,2015-04-11
Papaya, 1, 20,2015-04-11
SavSav, 1, 26,2015-04-11
Sapotta, 1, 20,2015-04-11
Brinjal, 1, 12,2015-04-24
Tomotto ottu, 1, 15,2015-04-24
Ladys Finger, 1, 24,2015-04-24
Snake Guard, 1, 16,2015-04-24
Bitter Gourd, 1, 18,2015-04-24
Bottle gourd, 1, 8,2015-04-24
Pumpkin, 1, 14,2015-04-24
Bean, 1, 30,2015-04-24
Cluster Beans, 1, 16,2015-04-24
Red Chilies, 1, 24,2015-04-24
Onion, 1, 18,2015-04-24
Pallari, 1, 20,2015-04-24
Ginger, 1, –,2015-04-24
Potato, 1, 24,2015-04-24
Radish, 1, 14,2015-04-24
Mango, 1, –,2015-04-24
Cabbage, 1, 16,2015-04-24
Carrot, 1, 30,2015-04-24
Beetroot, 1, 14,2015-04-24
Soybeans, 1, 80,2015-04-24
Drumstick beans, 1, 60,2015-04-24
butter beans, 1, –,2015-04-24
Banana nut, 1 piece, 4,2015-04-24
Banana stem, 1, 10,2015-04-24
Banana Flower, 1, 6,2015-04-24
Curry leaves, 1, 30,2015-04-24
Coriander leaves, 1, 20,2015-04-24
Mint, 1, 15,2015-04-24
Greens Leaves, 1, 12,2015-04-24
Garlic, 1, 100,2015-04-24
Button Mushrooms, 1, 180,2015-04-24
Papaya, 1, 20,2015-04-24
SavSav, 1, 24,2015-04-24
Sapotta, 1, 20,2015-04-24
Brinjal, 1, 34,2015-06-20
Tomotto ottu, 1, 24,2015-06-20
Ladys Finger, 1, 20,2015-06-20
Snake Guard, 1, 18,2015-06-20
Bitter Gourd, 1, 30,2015-06-20
Bottle gourd, 1, 10,2015-06-20
Pumpkin, 1, 16,2015-06-20
Bean, 1, 70,2015-06-20
Cluster Beans, 1, 20,2015-06-20
Red Chilies, 1, 30,2015-06-20
Onion, 1, 46,2015-06-20
Pallari, 1, 32,2015-06-20
Ginger, 1, –,2015-06-20
Potato, 1, 20,2015-06-20
Radish, 1, 20,2015-06-20
Mango, 1, –,2015-06-20
Cabbage, 1, 26,2015-06-20
Carrot, 1, 40,2015-06-20
Beetroot, 1, 34,2015-06-20
Soybeans, 1, 90,2015-06-20
Drumstick beans, 1, 60,2015-06-20
butter beans, 1, –,2015-06-20
Banana nut, 1 piece, 5,2015-06-20
Banana stem, 1, 12,2015-06-20
Banana Flower, 1, 8,2015-06-20
Curry leaves, 1, 20,2015-06-20
Coriander leaves, 1, 30,2015-06-20
Mint, 1, 25,2015-06-20
Greens Leaves, 1, 12,2015-06-20
Garlic, 1, 100,2015-06-20
Button Mushrooms, 1, 200,2015-06-20
Papaya, 1, 16,2015-06-20
SavSav, 1, 14,2015-06-20
Sapotta, 1, 20,2015-06-20
Brinjal, 1, 26,2015-01-28
Tomotto ottu, 1, 16,2015-01-28
Ladys Finger, 1, 16,2015-01-28
Snake Guard, 1, 14,2015-01-28
Bitter Gourd, 1, 20,2015-01-28
Bottle gourd, 1, 8,2015-01-28
Pumpkin, 1, 14,2015-01-28
Bean, 1, 20,2015-01-28
Cluster Beans, 1, 18,2015-01-28
Red Chilies, 1, 20,2015-01-28
Onion, 1, 32,2015-01-28
Pallari, 1, 30,2015-01-28
Ginger, 1, –,2015-01-28
Potato, 1, 28,2015-01-28
Radish, 1, 8,2015-01-28
Mango, 1, –,2015-01-28
Cabbage, 1, 28,2015-01-28
Carrot, 1, 26,2015-01-28
Beetroot, 1, 24,2015-01-28
Soybeans, 1, 80,2015-01-28
Drumstick beans, 1, 28,2015-01-28
butter beans, 1, –,2015-01-28
Banana nut, 1 piece, 4,2015-01-28
Banana stem, 1, 10,2015-01-28
Banana Flower, 1, 12,2015-01-28
Curry leaves, 1, 40,2015-01-28
Coriander leaves, 1, 30,2015-01-28
Mint, 1, 30,2015-01-28
Greens Leaves, 1, 12,2015-01-28
Garlic, 1, 120-140,2015-01-28
Button Mushrooms, 1, 194,2015-01-28
Papaya, 1, 20,2015-01-28
SavSav, 1, 18,2015-01-28
Sapotta, 1, 20,2015-01-28
Brinjal, 1, 30,2015-09-18
Tomotto ottu, 1, 12,2015-09-18
Ladys Finger, 1, 20,2015-09-18
Snake Guard, 1, 14,2015-09-18
Bitter Gourd, 1, 20,2015-09-18
Bottle gourd, 1, 8,2015-09-18
Pumpkin, 1, 16,2015-09-18
Bean, 1, 30,2015-09-18
Cluster Beans, 1, 10,2015-09-18
Red Chilies, 1, 30,2015-09-18
Onion, 1, 36,2015-09-18
Pallari, 1, 60,2015-09-18
Ginger, 1, –,2015-09-18
Potato, 1, 24,2015-09-18
Radish, 1, 12,2015-09-18
Mango, 1, –,2015-09-18
Cabbage, 1, 20,2015-09-18
Carrot, 1, 32,2015-09-18
Beetroot, 1, 16,2015-09-18
Soybeans, 1, 80,2015-09-18
Drumstick beans, 1, 36,2015-09-18
butter beans, 1, –,2015-09-18
Banana nut, 1 piece, 4,2015-09-18
Banana stem, 1, 10,2015-09-18
Banana Flower, 1, 10,2015-09-18
Curry leaves, 1, 15,2015-09-18
Coriander leaves, 1, 30,2015-09-18
Mint, 1, 30,2015-09-18
Greens Leaves, 1, 12,2015-09-18
Garlic, 1, 100,2015-09-18
Button Mushrooms, 1, 180,2015-09-18
Papaya, 1, 20,2015-09-18
SavSav, 1, 16,2015-09-18
Sapotta, 1, 20,2015-09-18
Brinjal, 1, 60,2015-06-01
Tomotto ottu, 1, 22,2015-06-01
Ladys Finger, 1, 20,2015-06-01
Snake Guard, 1, 22,2015-06-01
Bitter Gourd, 1, 35,2015-06-01
Bottle gourd, 1, 10,2015-06-01
Pumpkin, 1, 18,2015-06-01
Bean, 1, 60,2015-06-01
Cluster Beans, 1, 20,2015-06-01
Red Chilies, 1, 20,2015-06-01
Onion, 1, 34,2015-06-01
Pallari, 1, 26,2015-06-01
Ginger, 1, –,2015-06-01
Potato, 1, 20,2015-06-01
Radish, 1, 18,2015-06-01
Mango, 1, –,2015-06-01
Cabbage, 1, 18,2015-06-01
Carrot, 1, 40,2015-06-01
Beetroot, 1, 28,2015-06-01
Soybeans, 1, 100,2015-06-01
Drumstick beans, 1, 50,2015-06-01
butter beans, 1, –,2015-06-01
Banana nut, 1 piece, 5,2015-06-01
Banana stem, 1, 12,2015-06-01
Banana Flower, 1, 14,2015-06-01
Curry leaves, 1, 20,2015-06-01
Coriander leaves, 1, 40,2015-06-01
Mint, 1, 30,2015-06-01
Greens Leaves, 1, 14,2015-06-01
Garlic, 1, 100,2015-06-01
Button Mushrooms, 1, 198,2015-06-01
Papaya, 1, 20,2015-06-01
SavSav, 1, 20,2015-06-01
Sapotta, 1, 20,2015-06-01
Brinjal, 1, 26,2015-07-17
Tomotto ottu, 1, 28,2015-07-17
